name,place_id,opening_hours,photos,rating,user_ratings_total,geometry,price_level,types,price_range
"Bajeko Sekuwa, Gairidhara",ChIJRabZ_w0Z6zkRoTzer9ccCyQ,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115762219439387121734"">vivek lamsal</a>'], 'photo_reference': 'AeeoHcLXdpPWciLQKb4RiN5nvCbHbh22aZphYgxPslbzfsHvQzF9oqMoWinV5tNbiWMQGiRL1Ek-7pEwLtjl52kheY2H7bIvBpS7B5Eax-4FqwJgzujZgqlaywW_Q-FBubOdO2tFBRNyD0Dzk8WD5WDwwg7DWe_5E8RBN7Xg10s8cOjej-EFjdeI1CSpuLJrxqRpVBvySIHR6Vq7RC48mFq3Rurw9i-Cv5B9-HtxacAn7FS4nZ_RZVecjrLvShsOFc5byARY2pPuf61oteZk1cgbH5GoAdQeZm935id3GCh4JuisGNp6ykCMK7jDyBJJBXnrj4bdiieYNQ7WLpxYp1NpGgbE6rjjmYNc9j3B-PCHcMrohGAaibVhBxRwsQtFFzdTfkDU7fO2mA42wUV34BVHmHHAuzXHoB9CH-ap0U5jQSG3UR7HFcrHSK42eOj-dUDtBxXb_uCI97byMLJhLrrR8wU4Y0M2dQ4EX8evyze-2sokwEQnE5K93q7LkYwJt3DuV-v-lWkoq8FOohRnf9CcZAYsIkaeAyGbu21wMDyJUEhfTuxt8DcA4T6ehnv0JYLg-jeosE6-CgQp44iKj1lIbd7tV1cI34mQSD9T6pERJ9U9BISRI9pr-mmOPYOU_9z88xScYC5B', 'width': 3008}]",3.7,461.0,"{'location': {'lat': 27.7173709, 'lng': 85.32888179999999}, 'viewport': {'northeast': {'lat': 27.7187683802915, 'lng': 85.3302473802915}, 'southwest': {'lat': 27.7160704197085, 'lng': 85.32754941970849}}}",2.0,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",High (Rs. 701–1200)
Trisara,ChIJIU4YghwZ6zkR58r3tcYGE64,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108245532378092389477"">Laxman Khadka</a>'], 'photo_reference': 'AeeoHcK8HpGEnqbkXPoO_Dw9vEfOTGd-kEMsX7scm_3qCaZA_4t0UYP__Y0ZIrR9pDgMl22Gh1VpXQqa8h8VqVQgWxIvGOtAN2BNah2BfLT8B11ELz4Gdd1fXEB0SLk_o21-N94R5cbu6qZON4lcXXAuUbK_5SWtgedRYRQu2ycNN7uJO7U0po9p6JrK1bw5-Bng1iIIvaAJm8h5A9z8FAI3yBWueZFpOlNHiGCNTGnjZ_RBQH39LTiTMwMOcTzvjY7jMcgQzbCpebCF7yx1c6R5yph7Gwcd9clsKmoJ0hc5D8vxZjRQq_fiusK6HOxyuogGqf6vFG4kd7qMiSBTfnQfkV8Ns7zztiv1fQGLxL1cLdOV_IOHRgA09UFbjH7GjXwWfjowb6UPPr678r7d3bT1OU_c2lg9etcUtPn9OZGBbBzzm33Dep2S2KsTYRTZ68aMAc_kaqfRoUMJnxzRT5eroMHyJe_05V_2GJuy05NetkwjQaDKdS5qqtH0NeFLaEwuEHcKYZCWYO095DNmv42fnFTEbRYlydA00u7W4A2IiE8KNhNEcz-464RWUKlFGGyeGvSlcTz1wyZGL8grYw9VdDkwdSG-kgVW7GKvJqVZcnOPdzO8-9wUeajeCDQYBpDp30XYbS0G', 'width': 4032}]",4.1,3180.0,"{'location': {'lat': 27.7197113, 'lng': 85.3191604}, 'viewport': {'northeast': {'lat': 27.7211406302915, 'lng': 85.3205003302915}, 'southwest': {'lat': 27.7184426697085, 'lng': 85.31780236970849}}}",3.0,"['coffee', 'momo', 'burger']",Premium (Rs. 1201+)
Hotel Earth House Pvt Ltd,ChIJ7QQ1aP0Y6zkRS2DAq5aL1NY,{'open_now': True},"[{'height': 1382, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113320032409583607030"">Hotel Earth House Pvt Ltd</a>'], 'photo_reference': 'AeeoHcIF9QlDhDohu0fgc5UjtCdMm80hT6v53DCVrxlIlKzszc9WwPpglzig7awVZTIbOMw2N8U7t2Vx4PI7dyf4ufF2RjU4m54ye-_acPLWsIgabXcR1dux6qNFnHLxsbFqqYf9eWOAtOWfjiRQGoOOaETxPvOpLRmqCvZU2jrIhwMPsSgW-CCA0saoXKj3C_wIi39pCbuZpAh7lqlWqX9lWdWoGbagIYIHVc3R8UYTUPteU6hO6Q1qwq1nYmFjF2TlRcYjK1dBeO1owj_MDt_otTHvVgQfhEHoSwdplzl1HGsEYkmC54KrrUIkyYfZKSMv6QBKSXUfID4', 'width': 1844}]",4.0,81.0,"{'location': {'lat': 27.7152765, 'lng': 85.31281010000001}, 'viewport': {'northeast': {'lat': 27.71663463029151, 'lng': 85.31410378029152}, 'southwest': {'lat': 27.7139366697085, 'lng': 85.3114058197085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'sekuwa', 'newari', 'noodles']",Mid (Rs. 301–700)
Irish Pub,ChIJoeEPvxwZ6zkRzoOqMT1NTTc,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109003011469443454549"">Irish Pub</a>'], 'photo_reference': 'AeeoHcJRXfIkDMzn30h4pVTjqzly0acOpQgTVT4gzft6xCDBaYIgB9GLHJ00QRDkagdPWa2_cjPoKQPDQCzDm5REonpD5NobRfspu_vmGMbsaSgYk8YjlApYldIdYzVApkH1h1_zn-TVAKeRezNzG66PYC6ibrbh6a7IEpZPkjduG1Kfj9NYIpzwSE_EFOLKVyQuYV8DinSgjPGfXb6Br5OWl76voB8npCstbNl2NkqxvVj7_AR9S5bGDQ2wfVy0i01JvGQ5Gvj4b0MRTRbpniNIWzU3sWFoPs--xoV3xDKJsCiROsvBO6I36F9atL_NlTkyPhbyKjGkyMk', 'width': 3024}]",4.1,423.0,"{'location': {'lat': 27.71814389999999, 'lng': 85.317495}, 'viewport': {'northeast': {'lat': 27.7195698302915, 'lng': 85.31875243029151}, 'southwest': {'lat': 27.71687186970849, 'lng': 85.31605446970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",Mid (Rs. 301–700)
Mela Resturant,ChIJmb3t2RwZ6zkRfw5y1yekQCg,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105311951147287380436"">Mela Resturant</a>'], 'photo_reference': 'AeeoHcLZvzU3EFFXzTmHuEBx8TSfwEtCJgOLOFJ-iwC28vu-MA3RmQnklD0icZZNZuY38Z7ZlL4O8zGQMhvKfNT3txH9D80ulSPU-_4NM2HyHBulTpzPTKBrss_yC1xJfEROfcokm2yhb2dWXhQisgwyv2au-pkRujmdcrT79R8yECodq_-4YQDaKbnXE-0l_dPDXEZwQgjt0jZfWfleq4UH6Q6pm0QCvmuf6uQT5ikI8VRAy5HnmblZUp9UgAVMYsdRsuigvzmn5xfU7xqIJNndxNhTU6Ebeio5CQLa5FkxtUB9Wb9l4rubJn72wqJyDYz5-mQ7mMHtrWQ', 'width': 3000}]",4.1,270.0,"{'location': {'lat': 27.7156129, 'lng': 85.3300213}, 'viewport': {'northeast': {'lat': 27.7169792302915, 'lng': 85.3313058302915}, 'southwest': {'lat': 27.7142812697085, 'lng': 85.32860786970849}}}",2.0,"['indian', 'thakali', 'momo', 'burger', 'noodles']",High (Rs. 701–1200)
Sangam Sweet,ChIJu9yOTwYZ6zkRbPQr-Cd4APs,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110542809014115059437"">G Digital Media Solutions India Pvt. Ltd.</a>'], 'photo_reference': 'AeeoHcKtHX1hc5t2yoP2KR1AK72DNozGRa9ZZDmWN5PPJuySKWzQY0IrLs0vqkiQ9gQWczIhEl0ZmXGcrSw_HzTWaxUq5h_384Z_tBKg7L8uiz1arK1sDsJkgAVcKozMZhL96-OoDtDeiQKbyRiFxAro4b76I5oT0tJCIwS3IptK8v_CY6ji7jcj2WM_aH8UQzRom1_kYuUrhXtcQgu4sQ9vQHle1ksb0LYZ0QvcXrzwX786xkqegNdp3VOvDN4vofRzZv6w11GrseLLDbJ-sAl6XGnLghGk-y-SOb0tWoQID2ekSoyYX4fiFhnDpZ_vLVwZ9BX0jqwca5wPhgOqsI11LpMiOVBdq4ujACVpQHcILpz1Y2eZRDR3l29C-0ZH6PY5XWWGpMA7BU5pineXD9o3vtev8NKJlVTuMWBV8Fw5mZZv9eGHnbbzVNmSEx8qSOwSjIRgqU8A3VBVPbdRc8fKZvwtj2ljy6JMN41dRN36HJccScu9L1-qBJf_V1zlFHb8iNf53GMwgvMcIYcZgkaQMLlF-WEoIBC6pPNEQqBGTMDq87-bnnDFHLmE9GSD6FFDj7bPw8QX-MSslMVHFqHd6CDFTNRoZxCvYphgjBevNhUJBOBJwJwQ65MYZSEnypgMyJ9PsNAz', 'width': 6000}]",3.8,807.0,"{'location': {'lat': 27.71019709999999, 'lng': 85.3227264}, 'viewport': {'northeast': {'lat': 27.7115878302915, 'lng': 85.3240822802915}, 'southwest': {'lat': 27.70888986970849, 'lng': 85.32138431970849}}}",2.0,"['pizza', 'coffee', 'momo', 'sekuwa']",High (Rs. 701–1200)
"The Pizza Cutter, Nagpokhari Marg",ChIJYx6Pjg8Z6zkRCwhVX-Zm-gs,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109638163689979245296"">Sudeep</a>'], 'photo_reference': 'AeeoHcJS-RoGoFHch28yY9tZsx62tBgKHXnFrab5FON7IOa9TYl8RT5uPSnLHt-PGvP6vgX8yVqYPbqDseZkwDXSwR5aBnp-JYNlimc3pfraxfGjulP9QqzAR97hnuU2ffvBQkxPfKPW5lKvZTuawW5IDUu0SJYkfcM2IYaoaed1qUWtZGbNanJvdz8ciTgS08cHD1FqWBCr_c2D34bAHnUzhS9yPrOXJOcN7Qx6w_E5bb8PS5TpoosLQehDWSQ5M-X3A4uYpaGq28-HkuWy_h28aziTongWuhw3iU95MRM_1a3vkDLegaEgt-9YEea1Xk_8xCVW1rMi7Pa0GLy46t8DcSpIBtlMly6g9Qzpu0rChIdsh7Mh__Tvwao6jsrUfR5fm86LkragWtI6GSsIz3zfLu5QDf-wxoZ0MKItcxxEdFPtpx6iqEl-b5-XDTKYhLSbVNVs5W6H7QPh8njP_a4j-N8pB6YRGCpBrl0tPRzi84CVjGHH4QNRlgZp9H-tKkqZX31c6FgXqhXQTgIm9bY4ODfJYeE6cMWlnTa7uP14B8wGOnSh6W8WLOpZ9mOZjgIvWaY0YtNRrAQqacjdvILXpdKAEFmmrQdtFuRD13_FbZEfhric0tnOGPxZ4ZB2JToPIlq0XA', 'width': 3024}]",3.6,177.0,"{'location': {'lat': 27.7150757, 'lng': 85.32440539999999}, 'viewport': {'northeast': {'lat': 27.7164421302915, 'lng': 85.32566413029149}, 'southwest': {'lat': 27.7137441697085, 'lng': 85.32296616970848}}}",,"['indian', 'sekuwa', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Wellness Organic Club,ChIJ23h_oBwZ6zkR94KMR34Qot0,{'open_now': True},"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115309290095442182771"">Wellness Organic Club</a>'], 'photo_reference': 'AeeoHcIUVOjl-xWECMlrxkYOVSZqkvzAp9yUPCeb5QxC6FD7Jx-0UoB5Y69RMKMNUPTU-Kb-POQ5RnvKQIWDuMLBZzeSs9shC7IuyjhxnubpFJIHE7dP3JbDPQ7-JEKB8NTLEfWifm3v53F1DgTk1LPI-w9qSVoRCHvcIfW4SokgrhdtXxMijeT8eeeImPTHR7Q7pb3bjbqLCLP7aZ1s1ewxDWyBibvWu2Vq9bJvBWWvFQsBZ7m0UlNirIHOCk4acd2IIDJP_WolFUVwlNI8Xohdp-rcgg3GUVoWIsquTsoPYKVOQwUa6cbHDZbBvmesdiTFH5IXnKoSEfc', 'width': 2048}]",4.2,461.0,"{'location': {'lat': 27.7181013, 'lng': 85.3188711}, 'viewport': {'northeast': {'lat': 27.7193956302915, 'lng': 85.3202187302915}, 'southwest': {'lat': 27.71669766970849, 'lng': 85.3175207697085}}}",,"['indian', 'coffee', 'momo', 'burger']",Mid (Rs. 301–700)
Salon de Kathmandu Cafe & Bistro,ChIJh-mPthsZ6zkRqWpd5MY8MxY,{'open_now': True},"[{'height': 2124, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108950192712497252385"">Salon de Kathmandu Cafe &amp; Bistro</a>'], 'photo_reference': 'AeeoHcK-gOP_P6mj_Jt2x43ZomoxGIEZ0JBBLwA3QAw0FEKgmT9pJyQr4a9HEF0v_VHetW6kSM0w_SwrnZecx8zjCjiPaIVeaCvplvk2oryH3w1GQOjb8JE-zfe7sNVyQGuYy0g9VOJDtgKj2Zcc4vaY03aDPyZFbc7ncA4ni74sk6o5EGxAwv4M5UnqbODOcXtWOk-82x7KjboY0NnBWQ48Q4aAeckvbohgGGp25PkVbf4Zz_fKFw-3P82ekzzLs4IcuBVZtP5-U57wTTirCIh-8ntya1mKrKVJYblWTkwD_XGi4Yd2Mfpw4opfF6fyq3Qsd0CtqwqsYZw', 'width': 3188}]",4.2,590.0,"{'location': {'lat': 27.721427, 'lng': 85.32094239999999}, 'viewport': {'northeast': {'lat': 27.7227120302915, 'lng': 85.32242918029151}, 'southwest': {'lat': 27.7200140697085, 'lng': 85.3197312197085}}}",2.0,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'newari', 'sekuwa', 'noodles']",High (Rs. 701–1200)
The Société Lounge & Bar,ChIJHR7d0AUZ6zkRRbVtb4-2RM4,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113979373839863707550"">Nischal Dawadi</a>'], 'photo_reference': 'AeeoHcKTnFbmKrXJj4j_w4qHdF3MB5AQAjsuBXaGLdLuVHV4kHZ7BS3WDqWnYSQK7Hak727xgbADw2MJBgzbjvBHjAFqEJFTaH-naQnQ-xfrOuTB9m8Yqn8-Qa5lW8YiSzH3-id7ydjROuH_65mDch-ULFN2yeJNJMm6K_zv4j5Jx5SarhDvCnckqvYPtXLWLdPEcXmcd6o1kHudj_HsXqdNIC9HMPWoJDSYoxZbAu7uVbPEyXcFMKL_uEOarvaop1cN3FKNLuedq_tLsQt-VvAFpX4TM7fwvTCKoz3rMkhR4YhIBmYfMy2hbgOLXoc3YuoyDmEaSXTFcAptJBhl8HzOIYm2m2Mu0-NK7D8rbvTKKqTQAQNKTqM3Ul7utJiLICB1yGyi42OB4S4_7zLLAKYpLpKTCy1m9TzPSUYydZh8Vipd5Yo2XChZtawVZGABx8np8yBLjz6y9wMooxhQrjBm3VKT7gOlxPsk922XFV48MMn7iv4YM-TG9oDTqaln0J516sVNKodSot9OeA8XYgEnTdhe0oUusYgroiHJLVXYk-l2oKwv9vAEzNg6Jkrcf1V-SsVBHfhbmGMgvZLxhpmMlMgwN_1K3rsCnB5N4frMa9LvxuggzFh9ih_s5krftTU-XZ-zYw', 'width': 1080}]",3.5,116.0,"{'location': {'lat': 27.7121188, 'lng': 85.3214844}, 'viewport': {'northeast': {'lat': 27.71343098029151, 'lng': 85.3228883802915}, 'southwest': {'lat': 27.7107330197085, 'lng': 85.32019041970848}}}",2.0,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'sekuwa', 'newari', 'noodles']",High (Rs. 701–1200)
Station Lazimpat,ChIJlUM1wBsZ6zkRL5oMjpBOhow,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108720202077169063196"">Deepak Tamang</a>'], 'photo_reference': 'AeeoHcI23ptIjPhUGM0PI2vzF421sG3UKPezv1bZUzshoR5TvS0R9MvvITD0QsVcESo3731FfTUI0uORotSQsh1PHSV8qcKNiDkZreq4AB3q_eG1I14l4_CWGDwy541lJv5r2KIZaTRVmovcDuVlLMjPQ7Rfcw7BmZHLf6_WBlYXyjPOAj_N5jmytjbILCRgtKfO6J8fH_Y7-4_kzsAE1U5kA2b4ZfeGSFMtseJxvxS9uDqWZ2ZF3x-Qq-yT8mbSKeZ_iMAOaqu955Dkis4fDyrod2Rs_fgSdwcevJlhIzHD70yJsCzw2sA0Q-U4tit9533Yxhl_VtBcuDDZy6yI_qMKv8dCywMXvHfpMaqOXnLgMxw3OdSI5dkwG9unNJe22r1sJgc7qsYKmR59ZE6uMmxb-ayf9vA58GNDM1oKOBPfqMtjXdvAHr-0tyVtvomuK8k3hii2I1cQwCVcou68_L5mAdFigjxDCNuDrt9iJWfSNgm-r4gVP0UlGFhYMAoLLxC6SU9huHbxH_VUpb6ec8O1zWyVtJCKp2Zw3MHAJ9paBF66E1_nDAdu41HXaapLqertSLU3gzgu-OnF2pl6cPAN0pw7vbYp-6r-Sf_SQ7XQyqWv-Ymp8mtgIsxwwzsHJddpFQKfLQ', 'width': 3024}]",3.5,170.0,"{'location': {'lat': 27.7216756, 'lng': 85.3202032}, 'viewport': {'northeast': {'lat': 27.7230032802915, 'lng': 85.3215890302915}, 'southwest': {'lat': 27.72030531970849, 'lng': 85.3188910697085}}}",,"['indian', 'thakali', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",Mid (Rs. 301–700)
Curilo,ChIJve3TihwZ6zkRIeLgITpjV0s,{'open_now': True},"[{'height': 1974, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110135725665904883039"">Bikash</a>'], 'photo_reference': 'AeeoHcLN5yItv-IsSRZaz-oeZXLJrjo3uUitH9rMfAwY9_mSXdEZYFrC-btaScfbAN4C-W-xY8OXO8CTJIm9jBIOfo_aTPKPk1SRblokVhq2edY17ryt0QxPcAZgCuw36CMYj1vPKX_7jWK1-HTax4ev4Vr4O6iHGX-HNqDc-vu43aRacySQjKk4XBnnSHFvo2jzKf7JUGaV67-EHqPccrfzNxrrMcUjDDNsqds6xVTOMXfXpSUrx_pPyaR2iAuXr1UCOfTk5znhUjViiqrtgnpDuYT80vRI2-uhnhbAmd4MySrWxrjBVfIBZyxLFzCKUFZ8_TV0Q-s0YS6gHvsCvlY45C_y3FfB2TvUlDN9oLKAJhPVCH03h3GZJ3oRIA_Gnv_y6qxQAfn9ElAQ9Mcq7d87XRRoUWaOxjcs2XtKS71XoVqcJ-ZSHPYyGEDn87wZxJju1PtmCKMoqRmglkK04kVVKYZx29TPWYpwKI7GrpH9T0NifMDjibcxyJNUwOtirWOrEz6Zc3d7guNn95aGwUin56ALjRMi5hh7x1eFIVB1etUZg0p_lRZPSM3QMk95qjdimFNJwZqVQNyp-uBvf2UjeQWhPFnqCNQEStok0IzDPeVBhRiw3VgjOscA27KbzrBaxs313Pyj', 'width': 3510}]",4.4,296.0,"{'location': {'lat': 27.7199252, 'lng': 85.3175346}, 'viewport': {'northeast': {'lat': 27.7212762302915, 'lng': 85.3188692302915}, 'southwest': {'lat': 27.71857826970849, 'lng': 85.31617126970849}}}",2.0,"['coffee', 'thakali', 'momo', 'burger', 'pizza', 'newari', 'noodles']",High (Rs. 701–1200)
New Makalu Restaurant,ChIJa07eYgYZ6zkR0QA8IT9eREE,{'open_now': False},"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112920095638336910761"">Binayak Dahal</a>'], 'photo_reference': 'AeeoHcL2526p7pJwMAStuSs3UlE3KjjGgAGOHaAdWtk1UEsYRdLFMAJAcoUOVV89I7fL1Zgjh4n4AcujgqRDGpjEJFQ5QSXDUD0lWcSodPDWBqIH99yktWRSiparCvV3flUc4f_oR6tjVHnHplN6Gs2s93fpWQ8gyCawIfHhlZ3if3XWBzmOOwR7nUDJ_evctyywIfjBjSyI2OOe6OaAdxN1Pyr6N3MOAS5Tpg6PRsMIoWZbZhsb1iYjhpuFxVv9bHAeXaVb8tJz8ePu-3o9fksk5II1bBlRaEY_r6bRAuCAQyFnHFr7aZfvxmW9LswtLqYD5x_5wznjzj-f1frJa6hSKNqZSe_80XKmF_qBLuvc-K-5EYp7YMlIqaCfNfCvD-9DmUrQwEizmdMPw0bONNS5HK7c9yShAeQy_jDQZllSzm_znSR_fbnBLwtC7WAZqw2Qm_Ms_KbBoOyxYXlnpHW7NNR1VQVbpUT3AblTBfSOsI7PPTC4rxZPdGOJoaAASTweYY0PIVDzbSLjRmQiuk_yZiVNiWXr1C1DSX5vhu5pjZxahGsV3yORNxZfudZZ7x-xg8sqHcakKXU1uihSqFCg88GTYrGlmmH590TbA9sjgLXEy90A8qFKsGWbn3glTrlibjW8Zw', 'width': 4624}]",4.0,231.0,"{'location': {'lat': 27.7105007, 'lng': 85.3218078}, 'viewport': {'northeast': {'lat': 27.7118600802915, 'lng': 85.32322018029151}, 'southwest': {'lat': 27.7091621197085, 'lng': 85.32052221970851}}}",2.0,"['newari', 'momo', 'burger']",High (Rs. 701–1200)
Exclusive Mehendi,ChIJ4RhjwgMZ6zkR5aoD45MLKZk,{'open_now': True},,3.4,18.0,"{'location': {'lat': 27.7121058, 'lng': 85.31747229999999}, 'viewport': {'northeast': {'lat': 27.7134461302915, 'lng': 85.3188936802915}, 'southwest': {'lat': 27.7107481697085, 'lng': 85.31619571970849}}}",,"['indian', 'thakali', 'momo', 'sekuwa', 'pizza', 'burger', 'newari', 'noodles']",Mid (Rs. 301–700)
Bota Mo:Mo,ChIJT3F_vQgZ6zkRlFeMGYJztRY,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113334070297813548439"">Sandeep Wadhwani</a>'], 'photo_reference': 'AeeoHcKiwXWuhyXkm6WjG8HYhfztiuwlNgF-tzmQ5QZnp201lgRZJHpmjqX-bvgWN0beB-3vuZ063pkkkUV1oXYmdMpjCDzqKNclMCsqK-JVSGeUlSLP81EuLKS8aJPApu3kwx45DkGavLZ3L1ztgvEUfWwLWr8q-IJwxveZ1PfyTSTAllNdjF6rtgdkSQVTXnBwRE1av2Da3RouzQJl3LTnfwL43PbW3R9Yncsl3DRb3-5zXNqrbijz3JrW3rgtKnxxzVPv5qTX2TfguneGKGnoApNoVCRyFKIk2QC-M2henPwsFJdGcPB-BNRMsfNuslXU9guZmTNY6DfV1Sv54dkqDoEclJ7BNYC6RyHoDQ2BZRpiy2RDxg8N3vhbg1YFZuDrezAUBQi47nQVPnoo1Oau4bvCl_z5Dgb5eYpLNWbGNeygMB47n3Lx4pfBp_ftFbNNXHw8nwl69qRMBFQb1QUZjU2k_Ym798jFai0Rp5BYxyHzeiQf5lZ1ezmrobMdPIWIANebeXBMJkfU0ksBKLMFySsTk1GRPNaDr8WBPZq_isYpl4fd7tRAHpyO498bdwJyx5znV0__JccfeeCZe_Dk9odvXQCQDM_m1lvEThnj9660-GyjqZIE8AVMaNHddLoN', 'width': 4608}]",3.7,1258.0,"{'location': {'lat': 27.7100084, 'lng': 85.324783}, 'viewport': {'northeast': {'lat': 27.7114081302915, 'lng': 85.3261389302915}, 'southwest': {'lat': 27.7087101697085, 'lng': 85.32344096970849}}}",2.0,"['indian', 'thakali', 'momo', 'burger']",High (Rs. 701–1200)
Royal Empire Boutique Hotel,ChIJ0SM5UhEZ6zkRjWY16XUeu2E,{'open_now': True},"[{'height': 3167, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113801567102446252166"">Royal Empire Boutique Hotel</a>'], 'photo_reference': 'AeeoHcLc76U_NpExciYXK8zdEMInGPHXcICnr7OXkVyq5jPwU8z_ywKK6jc3FmCFAgPin6ukLIOfBt8rtPHWXhTd320BNfju3y0VQOT_89gm04Hg6DiS2_eSLCUyTEkdIUVOFxdfUavSuWjdYn1Ilt-46L4iix1XIDXfDuiLYFbwvjx5bkvGuzrpNI_QRmsrx7A40ZiLMLBH8nzWCNepu_pIKkqOCGJMlp7hoGZTfT-ZLQia5AXi06SccME6lZ9qCdBCl8HNaURGdzkE3KsYnCQrEwSMJWIaOhosE1EjsgkIZIwQTLXY62S5Jwn42ejobMJbWYc6nqaYcUY', 'width': 4751}]",4.1,695.0,"{'location': {'lat': 27.7232145, 'lng': 85.3285449}, 'viewport': {'northeast': {'lat': 27.7245413802915, 'lng': 85.3298889302915}, 'southwest': {'lat': 27.7218434197085, 'lng': 85.3271909697085}}}",,['sekuwa'],Mid (Rs. 301–700)
Mezze by Roadhouse,ChIJp9RxlQMZ6zkRRZzxUpCn73E,{'open_now': True},"[{'height': 4016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116614040234101961459"">Mezze by Roadhouse</a>'], 'photo_reference': 'AeeoHcJu7aD4J5WlLLZGVLujGhLVDpYF0hCzjGwo0_f0IsZ9OJ1n3fM4aYtoMj3Lsc22VVtOuPQX0Q7LI9MifRqDb-8wCS4lrTjhoJvOvbOYfoYOy63DBlLCBJQg3dToy4SE2RpAG0CSfYh10-1cJgsyxkQh8n4v_SGWWUiR5SkN6TGF0sz9esa3qSHxmVMFQhmDvv-XkdGpCtFDnSDLezz4lVQv3B9nPDtN5t_uOgFmpTF3CE6OuMjON3EbbxYQBh4032qU-p2kN1Iq1_u1fQzknB_NCFJK0iCbgcd6PHXBEWLLsSYuf8O6yzH4TCZD9Au-EQLPNRbS0f0', 'width': 6016}]",4.2,1485.0,"{'location': {'lat': 27.7127895, 'lng': 85.3174056}, 'viewport': {'northeast': {'lat': 27.7141197802915, 'lng': 85.31891093029151}, 'southwest': {'lat': 27.71142181970849, 'lng': 85.3162129697085}}}",3.0,[],Premium (Rs. 1201+)
Toyo Karaage (Japanese Fried Chicken),ChIJo-mOkhIZ6zkRGm1S5jrBsrI,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103421831115436907383"">Rajendra Adhikari</a>'], 'photo_reference': 'AeeoHcIwHFnYfPxIXdAl4Gk4BKZM5CH7nQd1fp7kdBnm0xY1uJ9Wa25NBsgCW3PNSnbykvlu__8NgyhX1nSBDA28NF4UyVe-1JRo5RnH52z_LubuCUiY-cDvYxw0PhFjftiYJHTWPis-o4DW9WkSK7bwJGJ3WCHQ-qA1_LpOF4EOVoGJWI9bB3fIon3OqMWJqW5Cw7okVnrXYSAet9h_bqg69XmZUMgotPze7NibIBthOkppoxzut8xhYKCW5DYFnYNnSkFb7PUaXdqB8l4JQpNOmNgfsiuF05ddiuLXGJRf1LeZVhpXPQ4miz7ZQH74gRIc97XaB7Pln5ZFVYqTSshnf_GS5mVtYaSbXYbS-GFR7NbRJC5HHSFCS4CVdMwe_AGlTL1Mvr3LrVce8c8UlLVzuwYrWiCwwoaHeFKHTn77sJsGT0Gln3IC6x_ei5OWZR_xb6rORRZhQ54lsgf5bdYB-XqfuA8pusbginqaVOuFtiS_u8BcXDGxEa7_zbWyE7SXri_oyL01mA3SJpW7GgMJXQlUVyCSyEAgkxoWOxa267C78EM6aF2GVu5tSuw1F2rhEfu2Fkssbyy1ojZPYfOMcbd5sEe7R4P3cPDHUjr2VMwDfQ_RySXk4oKKYjYCv2pXd1gjJg', 'width': 4160}]",3.8,10.0,"{'location': {'lat': 27.718891, 'lng': 85.33236760000001}, 'viewport': {'northeast': {'lat': 27.7201997802915, 'lng': 85.33370308029153}, 'southwest': {'lat': 27.7175018197085, 'lng': 85.33100511970851}}}",,"['pizza', 'thakali', 'newari', 'sekuwa']",Mid (Rs. 301–700)
